,ID,Name,Gioi_tinh,Bang_cap,Nghe_nghiep,Nam_kinh_nghiem,Luong
5481,5481,Nam,Nam,Dai_hoc,Lap_trinh_vien,1,7
5482,5482,Ron,Nu,Pho_thong,Lap_trinh_vien,6,14
5483,5483,Harry,,Tien_si,Thu_ky,4,12
5484,5484,Long,Nam,Cao_hoc,Massage,15,16
5485,5485,Harry,Nam,Tien_si,Giang_vien,35,9
5486,5486,Lan,Nam,Dai_hoc,Giang_vien,23,8.5
5487,5487,Hermione,Nam,Cao_hoc,Giang_vien,14,5
5488,5488,Hermione,Nu,Dai_hoc,Lap_trinh_vien,2,10.5
5489,5489,Harry,Nam,Tien_si,Giao_Vien,26,7.46
5490,5490,Hermione,Nu,Cao_hoc,Maketting,20,12.5
5491,5491,Harry,Nu,Cao_hoc,Truong_phong,23,5
5492,5492,Lan,Nu,Tien_si,Giam_doc,8,9.1
5493,5493,Hermione,Nu,Tien_si,Lap_trinh_vien,10,5
5494,5494,Ngoc,,Tien_si,Lap_trinh_vien,19,9
5495,5495,Long,Nam,Dai_hoc,Maketting,2,14
5496,5496,Nam,,Pho_thong,Giang_vien,25,9.1
5497,5497,Long,,Dai_hoc,Giang_vien,7,8.5
5498,5498,Ngoc,Nu,Cao_hoc,Thu_ky,18,16
5499,5499,Ron,Nam,Cao_hoc,Giang_vien,25,5
5500,5500,Lan,Nu,Cao_hoc,Lap_trinh_vien,7,15.5
5501,5501,Nam,,Pho_thong,Massage,25,14
5502,5502,Lan,Nu,Dai_hoc,Massage,11,5
5503,5503,Harry,Nu,Pho_thong,Massage,22,5
5504,5504,Long,,Dai_hoc,Ke_toan,28,12
5505,5505,Nam,Nu,Cao_hoc,Maketting,17,16
5506,5506,Nam,Nam,Cao_hoc,Ke_toan,31,9.1
5507,5507,Lan,Nu,Tien_si,Truong_phong,19,5
5508,5508,Luna,Nam,Pho_thong,Giang_vien,18,9
5509,5509,Ron,Nam,Tien_si,Lap_trinh_vien,32,16
5510,5510,Ngoc,Nu,Dai_hoc,Massage,1,14.1
5511,5511,Luna,,Tien_si,Ke_toan,1,12.5
5512,5512,Hermione,,Pho_thong,Massage,34,14
5513,5513,Hermione,Nu,Tien_si,Lap_trinh_vien,3,4.2
5514,5514,Hermione,Nam,Dai_hoc,Maketting,3,5
5515,5515,Ron,,Cao_hoc,Truong_phong,31,9
5516,5516,Lan,,Cao_hoc,Lap_trinh_vien,22,16
5517,5517,Ngoc,Nam,Pho_thong,Giam_doc,31,7
5518,5518,Nam,Nam,Cao_hoc,Giam_doc,26,19
5519,5519,Nam,Nu,Tien_si,Lap_trinh_vien,1,10.4
5520,5520,Ron,Nam,Pho_thong,Lap_trinh_vien,1,19
5521,5521,Harry,Nu,Cao_hoc,Giam_doc,2,5
5522,5522,Luna,Nu,Tien_si,Giang_vien,16,9
5523,5523,Long,,Dai_hoc,Thu_ky,23,10.5
5524,5524,Nam,Nam,Cao_hoc,Giam_doc,18,9
5525,5525,Luna,Nam,Cao_hoc,Giao_Vien,19,12
5526,5526,Harry,,Pho_thong,Truong_phong,28,9.1
5527,5527,Long,Nam,Dai_hoc,Massage,27,24.5
5528,5528,Luna,Nam,Tien_si,Giang_vien,10,9.2
5529,5529,Hermione,,Pho_thong,Ke_toan,25,18
5530,5530,Luna,Nam,Tien_si,Thu_ky,35,12
5531,5531,Lan,,Dai_hoc,Ke_toan,34,7.1
5532,5532,Nam,,Cao_hoc,Giang_vien,34,12
5533,5533,Hermione,Nam,Tien_si,Giam_doc,9,7.1
5534,5534,Ron,Nu,Dai_hoc,Giam_doc,19,16
5535,5535,Nam,Nu,Cao_hoc,Giang_vien,14,7.1
5536,5536,Lan,Nu,Cao_hoc,Ke_toan,19,14
5537,5537,Nam,,Cao_hoc,Truong_phong,20,19
5538,5538,Long,Nam,Dai_hoc,Giao_Vien,22,16
5539,5539,Lan,Nu,Pho_thong,Thu_ky,10,11.1
5540,5540,Harry,Nam,Pho_thong,Ke_toan,6,14.1
5541,5541,Nam,Nam,Dai_hoc,Giao_Vien,32,15
5542,5542,Harry,Nu,Pho_thong,Ke_toan,1,11.1
5543,5543,Harry,Nam,Tien_si,Massage,21,15.5
5544,5544,Hermione,,Tien_si,Lap_trinh_vien,32,11.1
5545,5545,Nam,,Pho_thong,Giao_Vien,16,8.5
5546,5546,Ron,,Dai_hoc,Ke_toan,10,15.5
5547,5547,Ngoc,Nam,Tien_si,Thu_ky,12,12
5548,5548,Long,,Dai_hoc,Maketting,19,15.5
5549,5549,Luna,,Pho_thong,Giang_vien,18,19
5550,5550,Ngoc,Nam,Cao_hoc,Giao_Vien,18,30.2
5551,5551,Luna,,Cao_hoc,Massage,35,12.5
5552,5552,Hermione,,Tien_si,Truong_phong,27,7
5553,5553,Lan,Nam,Dai_hoc,Thu_ky,12,12
5554,5554,Nam,,Tien_si,Giam_doc,6,14
5555,5555,Luna,Nu,Tien_si,Giam_doc,3,14
5556,5556,Harry,,Dai_hoc,Truong_phong,16,14.1
5557,5557,Hermione,,Pho_thong,Giang_vien,31,7.1
5558,5558,Hermione,Nam,Tien_si,Giao_Vien,34,7.1
5559,5559,Hermione,Nu,Dai_hoc,Thu_ky,11,47
5560,5560,Hermione,,Pho_thong,Giam_doc,19,15
5561,5561,Harry,Nu,Pho_thong,Maketting,17,5
5562,5562,Long,Nam,Dai_hoc,Ke_toan,34,14.1
5563,5563,Lan,Nam,Pho_thong,Massage,34,7
5564,5564,Hermione,,Dai_hoc,Truong_phong,6,14
5565,5565,Luna,Nam,Cao_hoc,Giao_Vien,31,30.2
5566,5566,Ron,Nam,Dai_hoc,Giam_doc,20,7.1
5567,5567,Harry,Nam,Tien_si,Giao_Vien,16,7.1
5568,5568,Ron,Nu,Dai_hoc,Thu_ky,2,9.1
5569,5569,Lan,,Tien_si,Thu_ky,23,5
5570,5570,Harry,Nam,Tien_si,Giang_vien,4,15
5571,5571,Lan,Nu,Pho_thong,Massage,3,15
5572,5572,Harry,,Dai_hoc,Giang_vien,29,30.2
5573,5573,Hermione,,Dai_hoc,Thu_ky,28,16
5574,5574,Ron,,Dai_hoc,Ke_toan,22,11.1
5575,5575,Long,Nam,Dai_hoc,Giam_doc,31,16
5576,5576,Luna,Nu,Pho_thong,Giao_Vien,2,14
5577,5577,Nam,,Dai_hoc,Thu_ky,23,5
5578,5578,Ron,Nam,Cao_hoc,Massage,11,7
5579,5579,Harry,,Pho_thong,Truong_phong,2,5
5580,5580,Lan,,Dai_hoc,Giang_vien,21,8.5
5581,5581,Hermione,Nam,Dai_hoc,Maketting,17,9.2
5582,5582,Harry,,Dai_hoc,Massage,1,11.1
5583,5583,Ngoc,Nam,Cao_hoc,Giam_doc,2,19
5584,5584,Ron,Nam,Dai_hoc,Giang_vien,2,16
5585,5585,Harry,,Tien_si,Ke_toan,32,15
5586,5586,Ngoc,,Tien_si,Ke_toan,14,12
5587,5587,Harry,Nu,Cao_hoc,Giam_doc,14,7
5588,5588,Luna,,Cao_hoc,Thu_ky,27,5.46
5589,5589,Lan,Nu,Dai_hoc,Maketting,13,12
5590,5590,Ron,,Tien_si,Thu_ky,33,8.5
5591,5591,Long,,Cao_hoc,Giao_Vien,11,12.5
5592,5592,Harry,,Dai_hoc,Thu_ky,29,9
5593,5593,Luna,,Cao_hoc,Maketting,27,7.1
5594,5594,Luna,Nu,Cao_hoc,Maketting,32,9.1
5595,5595,Long,Nu,Cao_hoc,Thu_ky,35,20
5596,5596,Lan,,Cao_hoc,Lap_trinh_vien,4,3.46
5597,5597,Ron,Nu,Pho_thong,Truong_phong,4,5
5598,5598,Nam,Nu,Cao_hoc,Giam_doc,8,9
5599,5599,Ron,,Tien_si,Thu_ky,7,14.1
5600,5600,Luna,,Tien_si,Lap_trinh_vien,25,14.1
5601,5601,Ngoc,,Pho_thong,Thu_ky,11,12.5
5602,5602,Long,Nu,Cao_hoc,Lap_trinh_vien,8,5
5603,5603,Lan,Nu,Pho_thong,Massage,4,15
5604,5604,Ngoc,,Tien_si,Massage,1,10.5
5605,5605,Hermione,Nam,Tien_si,Lap_trinh_vien,12,9
5606,5606,Lan,,Cao_hoc,Giang_vien,2,12
5607,5607,Harry,Nam,Pho_thong,Ke_toan,32,11.1
5608,5608,Ron,Nu,Cao_hoc,Giang_vien,13,15.5
5609,5609,Lan,,Cao_hoc,Giam_doc,26,5
5610,5610,Hermione,Nu,Pho_thong,Lap_trinh_vien,18,14
5611,5611,Ngoc,Nu,Tien_si,Giang_vien,34,9.1
5612,5612,Ron,Nam,Dai_hoc,Giao_Vien,14,30.2
5613,5613,Harry,Nam,Pho_thong,Massage,32,10.5
5614,5614,Hermione,Nu,Tien_si,Giang_vien,32,15
5615,5615,Harry,,Pho_thong,Giam_doc,29,14.1
5616,5616,Hermione,,Cao_hoc,Maketting,36,9
5617,5617,Ngoc,Nu,Cao_hoc,Lap_trinh_vien,13,15.5
5618,5618,Ngoc,Nam,Tien_si,Giam_doc,25,12
5619,5619,Nam,Nam,Pho_thong,Massage,21,12
5620,5620,Long,Nam,Pho_thong,Giao_Vien,35,7
5621,5621,Long,Nam,Dai_hoc,Giao_Vien,35,9.1
5622,5622,Ngoc,Nu,Cao_hoc,Thu_ky,2,10.5
5623,5623,Ngoc,Nam,Cao_hoc,Lap_trinh_vien,36,9
5624,5624,Long,,Dai_hoc,Massage,30,19
5625,5625,Lan,,Cao_hoc,Thu_ky,1,12
5626,5626,Harry,Nam,Cao_hoc,Thu_ky,10,14
5627,5627,Ron,Nu,Tien_si,Giao_Vien,7,12
5628,5628,Luna,,Tien_si,Giao_Vien,32,12.5
5629,5629,Nam,Nam,Cao_hoc,Lap_trinh_vien,21,7
5630,5630,Ron,Nam,Tien_si,Giao_Vien,4,16
5631,5631,Ron,Nam,Cao_hoc,Giang_vien,9,9
5632,5632,Harry,Nam,Dai_hoc,Truong_phong,19,9.1
5633,5633,Ngoc,,Cao_hoc,Giang_vien,31,5
5634,5634,Hermione,,Pho_thong,Massage,8,12
5635,5635,Ngoc,Nam,Tien_si,Maketting,31,3.46
5636,5636,Harry,Nu,Tien_si,Lap_trinh_vien,7,35
5637,5637,Ngoc,,Pho_thong,Giam_doc,30,19
5638,5638,Hermione,Nam,Pho_thong,Giang_vien,1,9.1
5639,5639,Ngoc,Nam,Cao_hoc,Giang_vien,34,10.5
5640,5640,Long,Nam,Dai_hoc,Giam_doc,3,16
5641,5641,Harry,Nu,Dai_hoc,Truong_phong,9,14.1
5642,5642,Ngoc,,Cao_hoc,Truong_phong,12,11.1
5643,5643,Luna,,Cao_hoc,Giang_vien,15,2.2
5644,5644,Long,Nu,Pho_thong,Truong_phong,7,2.2
5645,5645,Nam,Nam,Dai_hoc,Giao_Vien,26,12
5646,5646,Harry,Nam,Pho_thong,Ke_toan,1,30.2
5647,5647,Luna,,Pho_thong,Ke_toan,22,11.3
5648,5648,Nam,,Dai_hoc,Truong_phong,12,12
5649,5649,Lan,,Tien_si,Giao_Vien,12,20
5650,5650,Hermione,Nu,Dai_hoc,Giao_Vien,32,9.1
5651,5651,Long,,Cao_hoc,Truong_phong,14,16
5652,5652,Long,Nam,Pho_thong,Giang_vien,27,9
5653,5653,Harry,Nu,Dai_hoc,Lap_trinh_vien,12,7.1
5654,5654,Ron,,Cao_hoc,Giao_Vien,7,9
5655,5655,Ngoc,,Pho_thong,Giam_doc,32,15.5
5656,5656,Ron,,Tien_si,Truong_phong,29,7
5657,5657,Lan,Nu,Cao_hoc,Thu_ky,8,16
5658,5658,Harry,,Pho_thong,Maketting,34,12
5659,5659,Ron,Nam,Pho_thong,Giao_Vien,6,12
5660,5660,Ron,,Pho_thong,Thu_ky,33,5
5661,5661,Ron,Nam,Dai_hoc,Lap_trinh_vien,26,15.5
5662,5662,Long,Nu,Cao_hoc,Giang_vien,24,14
5663,5663,Harry,Nu,Tien_si,Giao_Vien,25,12
5664,5664,Nam,Nu,Cao_hoc,Ke_toan,28,5
5665,5665,Harry,Nu,Tien_si,Massage,17,10.5
5666,5666,Ngoc,Nam,Dai_hoc,Maketting,2,7
5667,5667,Nam,,Cao_hoc,Massage,22,19
5668,5668,Long,,Cao_hoc,Maketting,28,47
5669,5669,Ron,Nam,Dai_hoc,Lap_trinh_vien,11,25
5670,5670,Long,Nu,Dai_hoc,Massage,36,14
5671,5671,Long,,Cao_hoc,Ke_toan,20,11.1
5672,5672,Nam,Nu,Dai_hoc,Giam_doc,32,7
5673,5673,Nam,Nam,Pho_thong,Lap_trinh_vien,14,16
5674,5674,Harry,,Pho_thong,Giao_Vien,18,14
5675,5675,Long,,Cao_hoc,Truong_phong,4,5
5676,5676,Harry,Nu,Pho_thong,Thu_ky,10,7.46
5677,5677,Ngoc,,Pho_thong,Maketting,26,16
5678,5678,Long,Nu,Pho_thong,Thu_ky,14,12
5679,5679,Long,Nu,Cao_hoc,Lap_trinh_vien,25,12
5680,5680,Ngoc,Nu,Pho_thong,Giao_Vien,27,12
5681,5681,Lan,,Pho_thong,Massage,5,12
5682,5682,Ron,,Cao_hoc,Giam_doc,16,7
5683,5683,Harry,Nam,Tien_si,Maketting,14,16
5684,5684,Harry,Nu,Pho_thong,Maketting,24,20
5685,5685,Harry,,Cao_hoc,Giao_Vien,31,15
5686,5686,Ngoc,Nam,Pho_thong,Massage,20,15
5687,5687,Lan,,Tien_si,Maketting,14,16
5688,5688,Lan,Nam,Dai_hoc,Thu_ky,2,9
5689,5689,Nam,Nam,Dai_hoc,Thu_ky,3,9
5690,5690,Ron,,Cao_hoc,Giang_vien,8,7.1
5691,5691,Lan,Nu,Tien_si,Lap_trinh_vien,5,7
5692,5692,Harry,Nam,Dai_hoc,Truong_phong,30,12
5693,5693,Long,,Pho_thong,Thu_ky,33,7
5694,5694,Ngoc,Nam,Cao_hoc,Giam_doc,30,5
5695,5695,Long,Nu,Dai_hoc,Giang_vien,23,19
5696,5696,Nam,Nu,Dai_hoc,Giang_vien,3,8.5
5697,5697,Hermione,,Tien_si,Lap_trinh_vien,1,12
5698,5698,Harry,,Cao_hoc,Truong_phong,31,5
5699,5699,Hermione,Nam,Cao_hoc,Maketting,28,35
5700,5700,Long,,Tien_si,Ke_toan,30,13.4
5701,5701,Ngoc,Nu,Dai_hoc,Truong_phong,33,35
5702,5702,Hermione,Nam,Pho_thong,Giao_Vien,31,19
5703,5703,Harry,Nu,Dai_hoc,Truong_phong,8,12
5704,5704,Ron,Nam,Cao_hoc,Giam_doc,26,12
5705,5705,Ron,Nu,Cao_hoc,Truong_phong,17,9.1
5706,5706,Lan,,Dai_hoc,Maketting,22,7
5707,5707,Hermione,Nu,Cao_hoc,Thu_ky,19,12
5708,5708,Hermione,Nam,Cao_hoc,Giang_vien,33,15.5
5709,5709,Ron,,Tien_si,Maketting,24,12
5710,5710,Hermione,,Pho_thong,Ke_toan,7,19
5711,5711,Lan,Nu,Dai_hoc,Thu_ky,12,5
5712,5712,Nam,,Pho_thong,Giang_vien,4,9
5713,5713,Nam,,Tien_si,Giao_Vien,33,9.1
5714,5714,Ron,Nu,Dai_hoc,Giao_Vien,10,8.5
5715,5715,Ngoc,Nam,Pho_thong,Lap_trinh_vien,34,19
5716,5716,Hermione,Nu,Pho_thong,Giao_Vien,8,14
5717,5717,Nam,,Dai_hoc,Giao_Vien,3,7.1
5718,5718,Luna,Nu,Tien_si,Lap_trinh_vien,16,19
5719,5719,Long,,Pho_thong,Giam_doc,14,11.1
5720,5720,Ngoc,Nam,Dai_hoc,Truong_phong,26,9.1
5721,5721,Lan,Nu,Dai_hoc,Giao_Vien,2,14.1
5722,5722,Ngoc,Nam,Pho_thong,Giam_doc,24,10.5
5723,5723,Nam,,Pho_thong,Giao_Vien,6,12
5724,5724,Nam,Nu,Tien_si,Giao_Vien,14,9
5725,5725,Hermione,Nam,Cao_hoc,Lap_trinh_vien,28,11.1
5726,5726,Luna,Nam,Pho_thong,Ke_toan,4,11.1
5727,5727,Nam,,Pho_thong,Ke_toan,13,18
5728,5728,Ron,,Cao_hoc,Ke_toan,3,9
5729,5729,Luna,Nam,Dai_hoc,Massage,34,11.1
5730,5730,Harry,Nu,Tien_si,Ke_toan,27,12
5731,5731,Nam,Nu,Cao_hoc,Lap_trinh_vien,5,14
5732,5732,Ron,Nam,Pho_thong,Giang_vien,2,10.5
5733,5733,Harry,Nu,Pho_thong,Giam_doc,33,25
5734,5734,Luna,Nam,Cao_hoc,Lap_trinh_vien,20,16
5735,5735,Hermione,Nu,Tien_si,Truong_phong,23,5
5736,5736,Ron,,Cao_hoc,Giam_doc,13,19
5737,5737,Lan,Nam,Tien_si,Thu_ky,23,11.1
5738,5738,Nam,Nu,Pho_thong,Giam_doc,5,7
5739,5739,Harry,,Pho_thong,Maketting,15,12
5740,5740,Lan,Nam,Dai_hoc,Giam_doc,23,12.5
5741,5741,Long,Nu,Tien_si,Thu_ky,2,11.1
5742,5742,Long,,Pho_thong,Truong_phong,19,19
5743,5743,Ron,,Cao_hoc,Lap_trinh_vien,11,5
5744,5744,Luna,Nu,Cao_hoc,Giam_doc,6,7.1
5745,5745,Luna,Nam,Tien_si,Thu_ky,24,11.1
5746,5746,Long,Nam,Tien_si,Lap_trinh_vien,27,7.1
5747,5747,Ron,,Tien_si,Ke_toan,13,10.5
5748,5748,Luna,,Cao_hoc,Giang_vien,35,2.2
5749,5749,Hermione,Nu,Cao_hoc,Lap_trinh_vien,1,7
5750,5750,Long,Nu,Pho_thong,Giao_Vien,25,25
5751,5751,Luna,,Dai_hoc,Ke_toan,32,5
5752,5752,Harry,Nam,Pho_thong,Giao_Vien,16,9.1
5753,5753,Lan,,Cao_hoc,Massage,21,12
5754,5754,Ron,,Dai_hoc,Giao_Vien,11,14.1
5755,5755,Harry,,Tien_si,Lap_trinh_vien,14,11.1
5756,5756,Ron,Nam,Tien_si,Massage,14,19
5757,5757,Hermione,Nam,Pho_thong,Giao_Vien,17,25
5758,5758,Nam,Nu,Dai_hoc,Maketting,32,7
5759,5759,Luna,,Dai_hoc,Massage,9,12
5760,5760,Hermione,,Cao_hoc,Giam_doc,25,7.1
5761,5761,Hermione,Nam,Tien_si,Lap_trinh_vien,3,12
5762,5762,Lan,Nu,Pho_thong,Giao_Vien,3,16
5763,5763,Ngoc,Nu,Pho_thong,Ke_toan,24,6.2
5764,5764,Harry,Nam,Tien_si,Thu_ky,36,12
5765,5765,Ron,Nam,Dai_hoc,Truong_phong,28,16
5766,5766,Nam,,Cao_hoc,Giang_vien,10,5
5767,5767,Luna,Nu,Cao_hoc,Ke_toan,1,9.1
5768,5768,Hermione,,Cao_hoc,Ke_toan,10,7.1
5769,5769,Long,Nam,Cao_hoc,Giam_doc,25,20
5770,5770,Luna,Nu,Cao_hoc,Maketting,28,12
5771,5771,Harry,,Cao_hoc,Maketting,35,16
5772,5772,Nam,,Tien_si,Truong_phong,27,19
5773,5773,Hermione,Nu,Cao_hoc,Massage,26,7
5774,5774,Ngoc,Nam,Pho_thong,Giang_vien,29,5
5775,5775,Hermione,Nu,Cao_hoc,Giang_vien,26,35
5776,5776,Luna,Nu,Tien_si,Lap_trinh_vien,33,12
5777,5777,Long,Nu,Dai_hoc,Ke_toan,19,6.3
5778,5778,Nam,,Tien_si,Massage,21,7
5779,5779,Luna,,Dai_hoc,Maketting,22,4.2
5780,5780,Ron,Nu,Cao_hoc,Lap_trinh_vien,13,12
5781,5781,Long,Nu,Cao_hoc,Giao_Vien,36,7.1
5782,5782,Nam,Nu,Dai_hoc,Maketting,10,7
5783,5783,Nam,,Pho_thong,Giao_Vien,9,7
5784,5784,Ngoc,Nam,Cao_hoc,Giam_doc,31,14
5785,5785,Ron,,Cao_hoc,Thu_ky,17,12
5786,5786,Ron,,Cao_hoc,Truong_phong,27,15.5
5787,5787,Harry,Nam,Tien_si,Giam_doc,9,19
5788,5788,Ngoc,Nam,Tien_si,Truong_phong,21,16
5789,5789,Harry,Nam,Cao_hoc,Lap_trinh_vien,25,14.1
5790,5790,Ngoc,Nu,Cao_hoc,Giao_Vien,35,9
5791,5791,Nam,Nu,Pho_thong,Giao_Vien,25,7
5792,5792,Ngoc,Nu,Tien_si,Giam_doc,5,5
5793,5793,Nam,Nam,Cao_hoc,Thu_ky,18,14.1
5794,5794,Ngoc,Nam,Pho_thong,Truong_phong,22,16
5795,5795,Nam,Nu,Dai_hoc,Giang_vien,35,25
5796,5796,Nam,,Pho_thong,Massage,10,7
5797,5797,Long,Nam,Tien_si,Giao_Vien,33,12
5798,5798,Ron,Nam,Dai_hoc,Lap_trinh_vien,16,12
5799,5799,Lan,Nam,Pho_thong,Giao_Vien,8,7.1
5800,5800,Long,Nam,Tien_si,Ke_toan,15,14
5801,5801,Lan,Nu,Tien_si,Massage,28,9
5802,5802,Ron,Nu,Pho_thong,Thu_ky,10,5
5803,5803,Ron,,Tien_si,Massage,7,15.5
5804,5804,Ngoc,Nu,Dai_hoc,Giao_Vien,4,14.1
5805,5805,Long,,Pho_thong,Giam_doc,10,15.5
5806,5806,Hermione,,Cao_hoc,Ke_toan,36,15
5807,5807,Harry,Nam,Pho_thong,Truong_phong,9,9.1
5808,5808,Harry,,Tien_si,Lap_trinh_vien,23,7
5809,5809,Lan,Nu,Pho_thong,Massage,23,7.1
5810,5810,Long,,Tien_si,Giang_vien,18,30.2
5811,5811,Harry,Nu,Cao_hoc,Giang_vien,24,12
5812,5812,Long,Nam,Cao_hoc,Thu_ky,15,7
5813,5813,Ngoc,Nam,Tien_si,Ke_toan,18,8.5
5814,5814,Ngoc,,Pho_thong,Truong_phong,3,25
5815,5815,Luna,Nam,Cao_hoc,Truong_phong,27,5
5816,5816,Nam,,Cao_hoc,Giang_vien,7,7
5817,5817,Harry,,Pho_thong,Lap_trinh_vien,36,7
5818,5818,Ron,,Pho_thong,Truong_phong,23,7
5819,5819,Harry,,Pho_thong,Maketting,30,12
5820,5820,Ron,Nam,Pho_thong,Maketting,3,12
5821,5821,Ngoc,Nu,Pho_thong,Thu_ky,25,7
5822,5822,Long,,Pho_thong,Giao_Vien,12,12
5823,5823,Ngoc,Nam,Dai_hoc,Ke_toan,35,32
5824,5824,Long,Nu,Pho_thong,Giao_Vien,24,30.2
5825,5825,Harry,Nam,Tien_si,Massage,34,15
5826,5826,Luna,Nu,Cao_hoc,Maketting,31,7
5827,5827,Ron,,Dai_hoc,Ke_toan,32,7.1
5828,5828,Harry,,Cao_hoc,Giang_vien,35,16
5829,5829,Ngoc,Nu,Pho_thong,Thu_ky,23,7.1
5830,5830,Harry,Nu,Dai_hoc,Giang_vien,16,7
5831,5831,Lan,Nam,Dai_hoc,Lap_trinh_vien,27,12
5832,5832,Luna,Nu,Dai_hoc,Maketting,28,9.1
5833,5833,Luna,,Cao_hoc,Massage,13,15
5834,5834,Nam,Nam,Pho_thong,Ke_toan,12,9
5835,5835,Luna,Nu,Tien_si,Giao_Vien,29,15
5836,5836,Hermione,,Tien_si,Giang_vien,11,11.1
5837,5837,Hermione,Nu,Cao_hoc,Thu_ky,10,5
5838,5838,Harry,Nam,Cao_hoc,Giam_doc,2,14.1
5839,5839,Nam,Nam,Pho_thong,Massage,36,11.1
5840,5840,Nam,Nam,Dai_hoc,Giam_doc,6,18
5841,5841,Luna,,Cao_hoc,Giam_doc,30,19
5842,5842,Luna,,Pho_thong,Giang_vien,7,14.1
5843,5843,Luna,Nu,Cao_hoc,Giang_vien,32,14.1
5844,5844,Luna,Nam,Cao_hoc,Maketting,29,8.5
5845,5845,Ron,,Dai_hoc,Giao_Vien,31,7.1
5846,5846,Long,Nu,Pho_thong,Truong_phong,28,5
5847,5847,Ngoc,Nam,Cao_hoc,Lap_trinh_vien,2,9
5848,5848,Ron,Nam,Tien_si,Lap_trinh_vien,27,30.2
5849,5849,Luna,Nam,Tien_si,Lap_trinh_vien,32,8.5
5850,5850,Hermione,,Cao_hoc,Giao_Vien,1,5
5851,5851,Harry,Nam,Pho_thong,Giang_vien,3,16
5852,5852,Harry,,Pho_thong,Giam_doc,12,16
5853,5853,Long,,Tien_si,Lap_trinh_vien,16,5
5854,5854,Ron,,Tien_si,Maketting,26,10.5
5855,5855,Harry,Nu,Tien_si,Giam_doc,6,16
5856,5856,Ngoc,,Dai_hoc,Giam_doc,6,14
5857,5857,Long,,Pho_thong,Thu_ky,15,15
5858,5858,Ron,,Pho_thong,Maketting,34,6.2
5859,5859,Long,Nu,Pho_thong,Massage,29,7.1
5860,5860,Long,Nam,Tien_si,Giao_Vien,23,11.1
5861,5861,Luna,Nam,Tien_si,Giam_doc,36,9
5862,5862,Nam,,Pho_thong,Truong_phong,14,8.5
5863,5863,Long,,Dai_hoc,Truong_phong,36,9.1
5864,5864,Luna,,Tien_si,Giam_doc,4,16
5865,5865,Lan,Nam,Pho_thong,Ke_toan,28,12
5866,5866,Lan,Nam,Pho_thong,Giao_Vien,30,10.46
5867,5867,Harry,Nu,Cao_hoc,Giang_vien,13,12
5868,5868,Ngoc,Nu,Dai_hoc,Giao_Vien,11,13.4
5869,5869,Ron,Nam,Pho_thong,Thu_ky,8,9.1
5870,5870,Harry,Nu,Tien_si,Giang_vien,5,8.5
5871,5871,Hermione,,Dai_hoc,Ke_toan,7,47
5872,5872,Ngoc,Nam,Cao_hoc,Ke_toan,14,14.1
5873,5873,Long,Nam,Pho_thong,Truong_phong,26,7
5874,5874,Long,,Cao_hoc,Giang_vien,34,10.4
5875,5875,Hermione,,Pho_thong,Giang_vien,21,9
5876,5876,Ron,Nu,Dai_hoc,Giao_Vien,8,11.1
5877,5877,Harry,Nu,Dai_hoc,Ke_toan,2,14
5878,5878,Hermione,,Pho_thong,Lap_trinh_vien,1,5
5879,5879,Harry,,Pho_thong,Giam_doc,2,25
5880,5880,Luna,Nu,Tien_si,Giao_Vien,17,14.1
5881,5881,Lan,,Cao_hoc,Giao_Vien,18,7
5882,5882,Nam,Nu,Cao_hoc,Giang_vien,7,14
5883,5883,Nam,Nam,Cao_hoc,Thu_ky,30,14
5884,5884,Lan,,Pho_thong,Lap_trinh_vien,8,12
5885,5885,Hermione,Nam,Tien_si,Truong_phong,30,5
5886,5886,Nam,,Cao_hoc,Massage,18,5
5887,5887,Ngoc,,Dai_hoc,Lap_trinh_vien,32,7
5888,5888,Ron,Nu,Tien_si,Thu_ky,8,9
5889,5889,Nam,Nu,Dai_hoc,Truong_phong,20,12
5890,5890,Luna,Nam,Pho_thong,Ke_toan,31,12
5891,5891,Lan,Nam,Pho_thong,Giao_Vien,16,35
5892,5892,Long,Nam,Tien_si,Giam_doc,26,16
5893,5893,Hermione,Nam,Pho_thong,Maketting,7,19
5894,5894,Ngoc,,Tien_si,Thu_ky,11,14.1
5895,5895,Harry,Nam,Dai_hoc,Thu_ky,10,12
5896,5896,Hermione,Nam,Pho_thong,Massage,15,14.1
5897,5897,Long,Nu,Dai_hoc,Maketting,18,5
5898,5898,Ron,,Dai_hoc,Truong_phong,28,12.5
5899,5899,Lan,Nam,Pho_thong,Truong_phong,5,7
5900,5900,Luna,Nam,Pho_thong,Giang_vien,13,9
5901,5901,Ngoc,,Pho_thong,Giang_vien,20,7
5902,5902,Long,,Cao_hoc,Lap_trinh_vien,8,19
5903,5903,Ngoc,,Tien_si,Giang_vien,11,22
5904,5904,Harry,Nam,Tien_si,Giang_vien,23,9.1
5905,5905,Ron,Nu,Dai_hoc,Ke_toan,18,12
5906,5906,Nam,,Tien_si,Maketting,30,15.5
5907,5907,Long,Nam,Dai_hoc,Massage,32,12
5908,5908,Nam,,Dai_hoc,Giang_vien,32,10.46
5909,5909,Luna,,Dai_hoc,Thu_ky,20,11.1
5910,5910,Ron,,Pho_thong,Lap_trinh_vien,6,16
5911,5911,Harry,Nu,Tien_si,Ke_toan,15,25
5912,5912,Lan,Nu,Dai_hoc,Maketting,8,7.1
