,ID,Name,Gioi_tinh,Bang_cap,Nghe_nghiep,Nam_kinh_nghiem
5245,5245,Hermione,Nu,Pho_thong,Massage,26
5246,5246,Ron,,Dai_hoc,Massage,30
5247,5247,Harry,Nam,Tien_si,Giam_doc,20
5248,5248,Harry,Nam,Tien_si,Truong_phong,36
5249,5249,Ron,Nu,Dai_hoc,Giao_Vien,4
5250,5250,Ngoc,,Dai_hoc,Truong_phong,6
5251,5251,Luna,Nam,Pho_thong,Lap_trinh_vien,25
5252,5252,Harry,,Pho_thong,Giao_Vien,3
5253,5253,Luna,Nu,Dai_hoc,Ke_toan,33
5254,5254,Harry,Nam,Dai_hoc,Truong_phong,28
5255,5255,Ngoc,Nu,Cao_hoc,Massage,3
5256,5256,Ron,Nam,Pho_thong,Massage,20
5257,5257,Luna,Nam,Pho_thong,Giang_vien,28
5258,5258,Ron,Nam,Cao_hoc,Truong_phong,14
5259,5259,Nam,Nu,Pho_thong,Giao_Vien,34
5260,5260,Luna,Nam,Cao_hoc,Giang_vien,19
5261,5261,Lan,,Pho_thong,Truong_phong,26
5262,5262,Luna,Nam,Tien_si,Massage,27
5263,5263,Lan,Nam,Tien_si,Giam_doc,32
5264,5264,Ron,Nu,Dai_hoc,Giao_Vien,5
5265,5265,Nam,Nam,Cao_hoc,Lap_trinh_vien,6
5266,5266,Nam,,Cao_hoc,Maketting,25
5267,5267,Harry,Nu,Tien_si,Giang_vien,24
5268,5268,Lan,Nu,Pho_thong,Ke_toan,14
5269,5269,Hermione,Nam,Pho_thong,Giang_vien,20
5270,5270,Lan,Nu,Tien_si,Giang_vien,7
5271,5271,Lan,Nam,Cao_hoc,Massage,14
5272,5272,Long,,Cao_hoc,Giao_Vien,24
5273,5273,Nam,Nu,Dai_hoc,Massage,35
5274,5274,Long,Nu,Tien_si,Maketting,22
5275,5275,Long,Nu,Pho_thong,Giam_doc,9
5276,5276,Luna,Nam,Dai_hoc,Maketting,3
5277,5277,Hermione,,Cao_hoc,Truong_phong,30
5278,5278,Lan,,Dai_hoc,Truong_phong,23
5279,5279,Nam,,Tien_si,Truong_phong,34
5280,5280,Ngoc,Nam,Pho_thong,Ke_toan,12
5281,5281,Harry,Nam,Dai_hoc,Maketting,25
5282,5282,Ron,,Pho_thong,Giam_doc,30
5283,5283,Ron,Nu,Dai_hoc,Giam_doc,21
5284,5284,Harry,Nu,Tien_si,Massage,34
5285,5285,Nam,Nam,Cao_hoc,Ke_toan,5
5286,5286,Harry,Nam,Tien_si,Lap_trinh_vien,11
5287,5287,Ngoc,,Tien_si,Ke_toan,15
5288,5288,Harry,Nam,Pho_thong,Thu_ky,8
5289,5289,Hermione,Nu,Cao_hoc,Thu_ky,15
5290,5290,Hermione,Nam,Cao_hoc,Truong_phong,10
5291,5291,Ngoc,Nu,Cao_hoc,Thu_ky,35
5292,5292,Ron,,Cao_hoc,Truong_phong,15
5293,5293,Lan,,Dai_hoc,Giao_Vien,33
5294,5294,Hermione,Nam,Dai_hoc,Lap_trinh_vien,15
5295,5295,Harry,Nu,Cao_hoc,Ke_toan,8
5296,5296,Hermione,Nam,Cao_hoc,Ke_toan,22
5297,5297,Lan,Nam,Cao_hoc,Maketting,25
5298,5298,Nam,Nam,Tien_si,Truong_phong,9
5299,5299,Long,Nu,Cao_hoc,Maketting,36
5300,5300,Ron,Nam,Cao_hoc,Massage,19
5301,5301,Nam,,Pho_thong,Ke_toan,9
5302,5302,Luna,,Tien_si,Truong_phong,35
5303,5303,Hermione,,Cao_hoc,Giam_doc,33
5304,5304,Lan,Nam,Cao_hoc,Giam_doc,13
5305,5305,Long,Nu,Pho_thong,Lap_trinh_vien,20
5306,5306,Long,Nam,Cao_hoc,Giam_doc,20
5307,5307,Long,,Dai_hoc,Giam_doc,27
5308,5308,Ngoc,Nu,Pho_thong,Giang_vien,21
5309,5309,Nam,Nu,Dai_hoc,Thu_ky,12
5310,5310,Ngoc,,Pho_thong,Giang_vien,35
5311,5311,Ngoc,Nu,Tien_si,Ke_toan,36
5312,5312,Ron,,Pho_thong,Giam_doc,9
5313,5313,Ron,Nu,Dai_hoc,Giam_doc,18
5314,5314,Ngoc,Nam,Tien_si,Lap_trinh_vien,36
5315,5315,Hermione,Nu,Tien_si,Massage,15
5316,5316,Nam,,Tien_si,Thu_ky,31
5317,5317,Luna,,Pho_thong,Lap_trinh_vien,16
5318,5318,Luna,Nam,Cao_hoc,Giao_Vien,26
5319,5319,Luna,,Tien_si,Massage,16
5320,5320,Hermione,Nu,Pho_thong,Lap_trinh_vien,4
5321,5321,Ron,Nam,Dai_hoc,Ke_toan,21
5322,5322,Lan,,Pho_thong,Thu_ky,35
5323,5323,Ron,Nam,Pho_thong,Giang_vien,20
5324,5324,Luna,Nu,Cao_hoc,Truong_phong,6
5325,5325,Luna,Nu,Pho_thong,Ke_toan,29
5326,5326,Nam,Nam,Cao_hoc,Maketting,9
5327,5327,Luna,Nu,Cao_hoc,Lap_trinh_vien,14
5328,5328,Lan,Nu,Pho_thong,Truong_phong,32
5329,5329,Ron,Nu,Cao_hoc,Maketting,24
5330,5330,Luna,Nam,Cao_hoc,Maketting,31
5331,5331,Ngoc,,Dai_hoc,Giang_vien,16
5332,5332,Long,Nu,Dai_hoc,Lap_trinh_vien,34
5333,5333,Lan,,Dai_hoc,Maketting,28
5334,5334,Ron,Nam,Tien_si,Truong_phong,15
5335,5335,Ngoc,Nu,Dai_hoc,Giang_vien,27
5336,5336,Luna,,Dai_hoc,Thu_ky,29
5337,5337,Harry,Nam,Pho_thong,Ke_toan,30
5338,5338,Nam,Nu,Tien_si,Truong_phong,24
5339,5339,Harry,,Tien_si,Truong_phong,4
5340,5340,Luna,Nu,Cao_hoc,Giang_vien,6
5341,5341,Ron,,Pho_thong,Thu_ky,21
5342,5342,Lan,Nu,Tien_si,Giang_vien,30
5343,5343,Luna,Nam,Dai_hoc,Giang_vien,2
5344,5344,Nam,Nu,Dai_hoc,Giam_doc,6
5345,5345,Ron,Nam,Pho_thong,Thu_ky,13
5346,5346,Lan,Nam,Cao_hoc,Giang_vien,34
5347,5347,Nam,Nu,Cao_hoc,Lap_trinh_vien,8
5348,5348,Harry,Nam,Tien_si,Ke_toan,10
5349,5349,Hermione,Nam,Cao_hoc,Giam_doc,23
5350,5350,Hermione,Nam,Pho_thong,Maketting,28
5351,5351,Luna,Nam,Dai_hoc,Giao_Vien,35
5352,5352,Nam,Nu,Tien_si,Ke_toan,9
5353,5353,Nam,Nu,Pho_thong,Lap_trinh_vien,32
5354,5354,Hermione,,Dai_hoc,Massage,30
5355,5355,Lan,Nu,Pho_thong,Giao_Vien,4
5356,5356,Ngoc,Nu,Pho_thong,Massage,21
5357,5357,Harry,,Tien_si,Maketting,13
5358,5358,Luna,Nam,Pho_thong,Maketting,33
5359,5359,Harry,,Cao_hoc,Giao_Vien,11
5360,5360,Ngoc,Nam,Cao_hoc,Lap_trinh_vien,19
5361,5361,Ron,,Tien_si,Maketting,19
5362,5362,Harry,,Tien_si,Truong_phong,15
5363,5363,Nam,Nam,Cao_hoc,Ke_toan,2
5364,5364,Ngoc,Nam,Pho_thong,Maketting,8
5365,5365,Harry,,Dai_hoc,Giam_doc,4
5366,5366,Ngoc,Nu,Cao_hoc,Maketting,26
5367,5367,Long,Nam,Pho_thong,Maketting,29
5368,5368,Harry,Nu,Pho_thong,Truong_phong,14
5369,5369,Ngoc,Nu,Tien_si,Massage,25
5370,5370,Luna,Nu,Pho_thong,Truong_phong,32
5371,5371,Hermione,Nu,Tien_si,Massage,21
5372,5372,Ngoc,Nam,Dai_hoc,Truong_phong,31
5373,5373,Ngoc,Nam,Pho_thong,Lap_trinh_vien,33
5374,5374,Harry,,Tien_si,Lap_trinh_vien,7
5375,5375,Ron,Nu,Pho_thong,Giam_doc,1
5376,5376,Nam,,Cao_hoc,Truong_phong,26
5377,5377,Nam,,Tien_si,Massage,21
5378,5378,Luna,Nam,Dai_hoc,Ke_toan,17
5379,5379,Ngoc,,Cao_hoc,Giam_doc,3
5380,5380,Harry,Nam,Cao_hoc,Giam_doc,16
5381,5381,Nam,Nu,Cao_hoc,Massage,13
5382,5382,Lan,Nam,Dai_hoc,Truong_phong,20
5383,5383,Lan,Nu,Tien_si,Lap_trinh_vien,21
5384,5384,Hermione,,Dai_hoc,Maketting,29
5385,5385,Lan,,Tien_si,Ke_toan,29
5386,5386,Luna,,Dai_hoc,Ke_toan,7
5387,5387,Harry,,Pho_thong,Thu_ky,32
5388,5388,Lan,,Tien_si,Ke_toan,17
5389,5389,Harry,,Tien_si,Maketting,9
5390,5390,Nam,,Pho_thong,Maketting,29
5391,5391,Ngoc,Nam,Cao_hoc,Massage,28
5392,5392,Hermione,Nam,Cao_hoc,Truong_phong,10
5393,5393,Nam,Nam,Dai_hoc,Thu_ky,18
5394,5394,Lan,Nu,Pho_thong,Maketting,25
5395,5395,Harry,Nam,Cao_hoc,Giam_doc,13
5396,5396,Ngoc,Nam,Pho_thong,Massage,16
5397,5397,Ngoc,,Tien_si,Maketting,27
5398,5398,Lan,,Tien_si,Truong_phong,33
5399,5399,Hermione,,Cao_hoc,Thu_ky,28
5400,5400,Ngoc,Nu,Dai_hoc,Giam_doc,31
5401,5401,Luna,,Cao_hoc,Giang_vien,35
5402,5402,Ron,Nu,Cao_hoc,Giang_vien,2
5403,5403,Ngoc,Nam,Dai_hoc,Giao_Vien,31
5404,5404,Long,Nu,Cao_hoc,Giang_vien,11
5405,5405,Nam,Nu,Cao_hoc,Giang_vien,22
5406,5406,Hermione,,Dai_hoc,Giang_vien,11
5407,5407,Hermione,Nu,Tien_si,Massage,9
5408,5408,Ngoc,,Cao_hoc,Giao_Vien,21
5409,5409,Lan,Nu,Dai_hoc,Giao_Vien,19
5410,5410,Lan,,Tien_si,Maketting,17
5411,5411,Luna,Nam,Dai_hoc,Thu_ky,25
5412,5412,Long,Nam,Tien_si,Thu_ky,4
5413,5413,Ron,Nam,Pho_thong,Ke_toan,8
5414,5414,Lan,,Pho_thong,Thu_ky,17
5415,5415,Lan,,Dai_hoc,Lap_trinh_vien,14
5416,5416,Hermione,,Cao_hoc,Massage,35
5417,5417,Lan,Nu,Tien_si,Truong_phong,22
5418,5418,Hermione,Nu,Cao_hoc,Giang_vien,18
5419,5419,Luna,Nu,Cao_hoc,Giang_vien,27
5420,5420,Nam,Nu,Cao_hoc,Massage,35
5421,5421,Lan,Nam,Pho_thong,Truong_phong,14
5422,5422,Ngoc,Nam,Dai_hoc,Thu_ky,33
5423,5423,Ngoc,,Dai_hoc,Giam_doc,33
5424,5424,Harry,Nam,Dai_hoc,Ke_toan,28
5425,5425,Ngoc,Nu,Dai_hoc,Giam_doc,12
5426,5426,Ron,Nam,Pho_thong,Maketting,7
5427,5427,Ron,Nu,Pho_thong,Thu_ky,7
5428,5428,Lan,Nu,Pho_thong,Thu_ky,33
5429,5429,Luna,,Cao_hoc,Truong_phong,21
5430,5430,Ngoc,,Dai_hoc,Ke_toan,11
5431,5431,Lan,,Tien_si,Maketting,9
5432,5432,Long,Nam,Tien_si,Giam_doc,26
5433,5433,Ron,Nu,Pho_thong,Truong_phong,9
5434,5434,Long,,Pho_thong,Thu_ky,1
5435,5435,Harry,,Tien_si,Lap_trinh_vien,33
5436,5436,Nam,,Pho_thong,Lap_trinh_vien,13
5437,5437,Long,Nu,Tien_si,Lap_trinh_vien,16
5438,5438,Ngoc,Nu,Cao_hoc,Maketting,33
5439,5439,Long,Nu,Cao_hoc,Maketting,26
5440,5440,Long,Nam,Dai_hoc,Ke_toan,20
5441,5441,Nam,Nam,Pho_thong,Giam_doc,21
5442,5442,Hermione,Nu,Dai_hoc,Giang_vien,27
5443,5443,Ngoc,,Cao_hoc,Giao_Vien,20
5444,5444,Long,,Dai_hoc,Massage,25
5445,5445,Ron,,Pho_thong,Ke_toan,23
5446,5446,Lan,,Dai_hoc,Ke_toan,35
5447,5447,Nam,,Pho_thong,Thu_ky,4
5448,5448,Hermione,Nu,Pho_thong,Truong_phong,8
5449,5449,Ngoc,,Dai_hoc,Maketting,25
5450,5450,Ron,Nu,Tien_si,Giang_vien,6
5451,5451,Nam,Nu,Tien_si,Maketting,14
5452,5452,Ngoc,,Cao_hoc,Massage,5
5453,5453,Long,Nam,Tien_si,Giao_Vien,9
5454,5454,Hermione,,Dai_hoc,Lap_trinh_vien,1
5455,5455,Harry,Nam,Dai_hoc,Giam_doc,23
5456,5456,Harry,Nam,Tien_si,Massage,18
5457,5457,Hermione,,Dai_hoc,Thu_ky,22
5458,5458,Long,Nam,Dai_hoc,Truong_phong,26
5459,5459,Lan,Nu,Cao_hoc,Maketting,20
5460,5460,Harry,Nu,Tien_si,Giam_doc,10
5461,5461,Ngoc,Nu,Cao_hoc,Truong_phong,36
5462,5462,Luna,Nam,Cao_hoc,Ke_toan,16
5463,5463,Luna,Nam,Pho_thong,Truong_phong,8
5464,5464,Long,,Pho_thong,Ke_toan,9
5465,5465,Lan,Nu,Pho_thong,Thu_ky,3
5466,5466,Long,,Pho_thong,Ke_toan,1
5467,5467,Harry,,Tien_si,Lap_trinh_vien,5
5468,5468,Luna,Nam,Pho_thong,Thu_ky,27
5469,5469,Nam,Nu,Dai_hoc,Lap_trinh_vien,18
5470,5470,Nam,Nu,Tien_si,Giam_doc,16
5471,5471,Nam,Nu,Dai_hoc,Massage,18
5472,5472,Harry,,Pho_thong,Ke_toan,7
5473,5473,Luna,Nu,Dai_hoc,Giang_vien,11
5474,5474,Luna,Nam,Tien_si,Giang_vien,23
5475,5475,Lan,Nu,Pho_thong,Giang_vien,28
5476,5476,Nam,Nu,Dai_hoc,Thu_ky,13
5477,5477,Ron,Nam,Dai_hoc,Truong_phong,30
5478,5478,Ngoc,Nam,Tien_si,Massage,7
5479,5479,Nam,,Dai_hoc,Ke_toan,15
5480,5480,Ron,,Dai_hoc,Giam_doc,8
5481,5481,Nam,Nam,Dai_hoc,Lap_trinh_vien,1
5482,5482,Ron,Nu,Pho_thong,Lap_trinh_vien,6
5483,5483,Harry,,Tien_si,Thu_ky,4
5484,5484,Long,Nam,Cao_hoc,Massage,15
5485,5485,Harry,Nam,Tien_si,Giang_vien,35
5486,5486,Lan,Nam,Dai_hoc,Giang_vien,23
5487,5487,Hermione,Nam,Cao_hoc,Giang_vien,14
5488,5488,Hermione,Nu,Dai_hoc,Lap_trinh_vien,2
5489,5489,Harry,Nam,Tien_si,Giao_Vien,26
5490,5490,Hermione,Nu,Cao_hoc,Maketting,20
5491,5491,Harry,Nu,Cao_hoc,Truong_phong,23
5492,5492,Lan,Nu,Tien_si,Giam_doc,8
5493,5493,Hermione,Nu,Tien_si,Lap_trinh_vien,10
5494,5494,Ngoc,,Tien_si,Lap_trinh_vien,19
5495,5495,Long,Nam,Dai_hoc,Maketting,2
5496,5496,Nam,,Pho_thong,Giang_vien,25
5497,5497,Long,,Dai_hoc,Giang_vien,7
5498,5498,Ngoc,Nu,Cao_hoc,Thu_ky,18
5499,5499,Ron,Nam,Cao_hoc,Giang_vien,25
5500,5500,Lan,Nu,Cao_hoc,Lap_trinh_vien,7
5501,5501,Nam,,Pho_thong,Massage,25
5502,5502,Lan,Nu,Dai_hoc,Massage,11
5503,5503,Harry,Nu,Pho_thong,Massage,22
5504,5504,Long,,Dai_hoc,Ke_toan,28
5505,5505,Nam,Nu,Cao_hoc,Maketting,17
5506,5506,Nam,Nam,Cao_hoc,Ke_toan,31
5507,5507,Lan,Nu,Tien_si,Truong_phong,19
5508,5508,Luna,Nam,Pho_thong,Giang_vien,18
5509,5509,Ron,Nam,Tien_si,Lap_trinh_vien,32
5510,5510,Ngoc,Nu,Dai_hoc,Massage,1
5511,5511,Luna,,Tien_si,Ke_toan,1
5512,5512,Hermione,,Pho_thong,Massage,34
5513,5513,Hermione,Nu,Tien_si,Lap_trinh_vien,3
5514,5514,Hermione,Nam,Dai_hoc,Maketting,3
5515,5515,Ron,,Cao_hoc,Truong_phong,31
5516,5516,Lan,,Cao_hoc,Lap_trinh_vien,22
5517,5517,Ngoc,Nam,Pho_thong,Giam_doc,31
5518,5518,Nam,Nam,Cao_hoc,Giam_doc,26
5519,5519,Nam,Nu,Tien_si,Lap_trinh_vien,1
5520,5520,Ron,Nam,Pho_thong,Lap_trinh_vien,1
5521,5521,Harry,Nu,Cao_hoc,Giam_doc,2
5522,5522,Luna,Nu,Tien_si,Giang_vien,16
5523,5523,Long,,Dai_hoc,Thu_ky,23
5524,5524,Nam,Nam,Cao_hoc,Giam_doc,18
5525,5525,Luna,Nam,Cao_hoc,Giao_Vien,19
5526,5526,Harry,,Pho_thong,Truong_phong,28
5527,5527,Long,Nam,Dai_hoc,Massage,27
5528,5528,Luna,Nam,Tien_si,Giang_vien,10
5529,5529,Hermione,,Pho_thong,Ke_toan,25
5530,5530,Luna,Nam,Tien_si,Thu_ky,35
5531,5531,Lan,,Dai_hoc,Ke_toan,34
5532,5532,Nam,,Cao_hoc,Giang_vien,34
5533,5533,Hermione,Nam,Tien_si,Giam_doc,9
5534,5534,Ron,Nu,Dai_hoc,Giam_doc,19
5535,5535,Nam,Nu,Cao_hoc,Giang_vien,14
5536,5536,Lan,Nu,Cao_hoc,Ke_toan,19
5537,5537,Nam,,Cao_hoc,Truong_phong,20
5538,5538,Long,Nam,Dai_hoc,Giao_Vien,22
5539,5539,Lan,Nu,Pho_thong,Thu_ky,10
5540,5540,Harry,Nam,Pho_thong,Ke_toan,6
5541,5541,Nam,Nam,Dai_hoc,Giao_Vien,32
5542,5542,Harry,Nu,Pho_thong,Ke_toan,1
5543,5543,Harry,Nam,Tien_si,Massage,21
5544,5544,Hermione,,Tien_si,Lap_trinh_vien,32
5545,5545,Nam,,Pho_thong,Giao_Vien,16
5546,5546,Ron,,Dai_hoc,Ke_toan,10
5547,5547,Ngoc,Nam,Tien_si,Thu_ky,12
5548,5548,Long,,Dai_hoc,Maketting,19
5549,5549,Luna,,Pho_thong,Giang_vien,18
5550,5550,Ngoc,Nam,Cao_hoc,Giao_Vien,18
5551,5551,Luna,,Cao_hoc,Massage,35
5552,5552,Hermione,,Tien_si,Truong_phong,27
5553,5553,Lan,Nam,Dai_hoc,Thu_ky,12
5554,5554,Nam,,Tien_si,Giam_doc,6
5555,5555,Luna,Nu,Tien_si,Giam_doc,3
5556,5556,Harry,,Dai_hoc,Truong_phong,16
5557,5557,Hermione,,Pho_thong,Giang_vien,31
5558,5558,Hermione,Nam,Tien_si,Giao_Vien,34
5559,5559,Hermione,Nu,Dai_hoc,Thu_ky,11
5560,5560,Hermione,,Pho_thong,Giam_doc,19
5561,5561,Harry,Nu,Pho_thong,Maketting,17
5562,5562,Long,Nam,Dai_hoc,Ke_toan,34
5563,5563,Lan,Nam,Pho_thong,Massage,34
5564,5564,Hermione,,Dai_hoc,Truong_phong,6
5565,5565,Luna,Nam,Cao_hoc,Giao_Vien,31
5566,5566,Ron,Nam,Dai_hoc,Giam_doc,20
5567,5567,Harry,Nam,Tien_si,Giao_Vien,16
5568,5568,Ron,Nu,Dai_hoc,Thu_ky,2
5569,5569,Lan,,Tien_si,Thu_ky,23
5570,5570,Harry,Nam,Tien_si,Giang_vien,4
5571,5571,Lan,Nu,Pho_thong,Massage,3
5572,5572,Harry,,Dai_hoc,Giang_vien,29
5573,5573,Hermione,,Dai_hoc,Thu_ky,28
5574,5574,Ron,,Dai_hoc,Ke_toan,22
5575,5575,Long,Nam,Dai_hoc,Giam_doc,31
5576,5576,Luna,Nu,Pho_thong,Giao_Vien,2
5577,5577,Nam,,Dai_hoc,Thu_ky,23
5578,5578,Ron,Nam,Cao_hoc,Massage,11
5579,5579,Harry,,Pho_thong,Truong_phong,2
5580,5580,Lan,,Dai_hoc,Giang_vien,21
5581,5581,Hermione,Nam,Dai_hoc,Maketting,17
5582,5582,Harry,,Dai_hoc,Massage,1
5583,5583,Ngoc,Nam,Cao_hoc,Giam_doc,2
5584,5584,Ron,Nam,Dai_hoc,Giang_vien,2
5585,5585,Harry,,Tien_si,Ke_toan,32
5586,5586,Ngoc,,Tien_si,Ke_toan,14
5587,5587,Harry,Nu,Cao_hoc,Giam_doc,14
5588,5588,Luna,,Cao_hoc,Thu_ky,27
5589,5589,Lan,Nu,Dai_hoc,Maketting,13
5590,5590,Ron,,Tien_si,Thu_ky,33
5591,5591,Long,,Cao_hoc,Giao_Vien,11
5592,5592,Harry,,Dai_hoc,Thu_ky,29
5593,5593,Luna,,Cao_hoc,Maketting,27
5594,5594,Luna,Nu,Cao_hoc,Maketting,32
5595,5595,Long,Nu,Cao_hoc,Thu_ky,35
5596,5596,Lan,,Cao_hoc,Lap_trinh_vien,4
5597,5597,Ron,Nu,Pho_thong,Truong_phong,4
5598,5598,Nam,Nu,Cao_hoc,Giam_doc,8
5599,5599,Ron,,Tien_si,Thu_ky,7
5600,5600,Luna,,Tien_si,Lap_trinh_vien,25
5601,5601,Ngoc,,Pho_thong,Thu_ky,11
5602,5602,Long,Nu,Cao_hoc,Lap_trinh_vien,8
5603,5603,Lan,Nu,Pho_thong,Massage,4
5604,5604,Ngoc,,Tien_si,Massage,1
5605,5605,Hermione,Nam,Tien_si,Lap_trinh_vien,12
5606,5606,Lan,,Cao_hoc,Giang_vien,2
5607,5607,Harry,Nam,Pho_thong,Ke_toan,32
5608,5608,Ron,Nu,Cao_hoc,Giang_vien,13
5609,5609,Lan,,Cao_hoc,Giam_doc,26
5610,5610,Hermione,Nu,Pho_thong,Lap_trinh_vien,18
5611,5611,Ngoc,Nu,Tien_si,Giang_vien,34
5612,5612,Ron,Nam,Dai_hoc,Giao_Vien,14
5613,5613,Harry,Nam,Pho_thong,Massage,32
5614,5614,Hermione,Nu,Tien_si,Giang_vien,32
5615,5615,Harry,,Pho_thong,Giam_doc,29
5616,5616,Hermione,,Cao_hoc,Maketting,36
5617,5617,Ngoc,Nu,Cao_hoc,Lap_trinh_vien,13
5618,5618,Ngoc,Nam,Tien_si,Giam_doc,25
5619,5619,Nam,Nam,Pho_thong,Massage,21
5620,5620,Long,Nam,Pho_thong,Giao_Vien,35
5621,5621,Long,Nam,Dai_hoc,Giao_Vien,35
5622,5622,Ngoc,Nu,Cao_hoc,Thu_ky,2
5623,5623,Ngoc,Nam,Cao_hoc,Lap_trinh_vien,36
5624,5624,Long,,Dai_hoc,Massage,30
5625,5625,Lan,,Cao_hoc,Thu_ky,1
5626,5626,Harry,Nam,Cao_hoc,Thu_ky,10
5627,5627,Ron,Nu,Tien_si,Giao_Vien,7
5628,5628,Luna,,Tien_si,Giao_Vien,32
5629,5629,Nam,Nam,Cao_hoc,Lap_trinh_vien,21
5630,5630,Ron,Nam,Tien_si,Giao_Vien,4
5631,5631,Ron,Nam,Cao_hoc,Giang_vien,9
5632,5632,Harry,Nam,Dai_hoc,Truong_phong,19
5633,5633,Ngoc,,Cao_hoc,Giang_vien,31
5634,5634,Hermione,,Pho_thong,Massage,8
5635,5635,Ngoc,Nam,Tien_si,Maketting,31
5636,5636,Harry,Nu,Tien_si,Lap_trinh_vien,7
5637,5637,Ngoc,,Pho_thong,Giam_doc,30
5638,5638,Hermione,Nam,Pho_thong,Giang_vien,1
5639,5639,Ngoc,Nam,Cao_hoc,Giang_vien,34
5640,5640,Long,Nam,Dai_hoc,Giam_doc,3
5641,5641,Harry,Nu,Dai_hoc,Truong_phong,9
5642,5642,Ngoc,,Cao_hoc,Truong_phong,12
5643,5643,Luna,,Cao_hoc,Giang_vien,15
5644,5644,Long,Nu,Pho_thong,Truong_phong,7
5645,5645,Nam,Nam,Dai_hoc,Giao_Vien,26
5646,5646,Harry,Nam,Pho_thong,Ke_toan,1
5647,5647,Luna,,Pho_thong,Ke_toan,22
5648,5648,Nam,,Dai_hoc,Truong_phong,12
5649,5649,Lan,,Tien_si,Giao_Vien,12
5650,5650,Hermione,Nu,Dai_hoc,Giao_Vien,32
5651,5651,Long,,Cao_hoc,Truong_phong,14
5652,5652,Long,Nam,Pho_thong,Giang_vien,27
5653,5653,Harry,Nu,Dai_hoc,Lap_trinh_vien,12
5654,5654,Ron,,Cao_hoc,Giao_Vien,7
5655,5655,Ngoc,,Pho_thong,Giam_doc,32
5656,5656,Ron,,Tien_si,Truong_phong,29
5657,5657,Lan,Nu,Cao_hoc,Thu_ky,8
5658,5658,Harry,,Pho_thong,Maketting,34
5659,5659,Ron,Nam,Pho_thong,Giao_Vien,6
5660,5660,Ron,,Pho_thong,Thu_ky,33
5661,5661,Ron,Nam,Dai_hoc,Lap_trinh_vien,26
5662,5662,Long,Nu,Cao_hoc,Giang_vien,24
5663,5663,Harry,Nu,Tien_si,Giao_Vien,25
5664,5664,Nam,Nu,Cao_hoc,Ke_toan,28
5665,5665,Harry,Nu,Tien_si,Massage,17
5666,5666,Ngoc,Nam,Dai_hoc,Maketting,2
5667,5667,Nam,,Cao_hoc,Massage,22
5668,5668,Long,,Cao_hoc,Maketting,28
5669,5669,Ron,Nam,Dai_hoc,Lap_trinh_vien,11
5670,5670,Long,Nu,Dai_hoc,Massage,36
5671,5671,Long,,Cao_hoc,Ke_toan,20
5672,5672,Nam,Nu,Dai_hoc,Giam_doc,32
5673,5673,Nam,Nam,Pho_thong,Lap_trinh_vien,14
5674,5674,Harry,,Pho_thong,Giao_Vien,18
5675,5675,Long,,Cao_hoc,Truong_phong,4
5676,5676,Harry,Nu,Pho_thong,Thu_ky,10
5677,5677,Ngoc,,Pho_thong,Maketting,26
5678,5678,Long,Nu,Pho_thong,Thu_ky,14
5679,5679,Long,Nu,Cao_hoc,Lap_trinh_vien,25
5680,5680,Ngoc,Nu,Pho_thong,Giao_Vien,27
5681,5681,Lan,,Pho_thong,Massage,5
5682,5682,Ron,,Cao_hoc,Giam_doc,16
5683,5683,Harry,Nam,Tien_si,Maketting,14
5684,5684,Harry,Nu,Pho_thong,Maketting,24
5685,5685,Harry,,Cao_hoc,Giao_Vien,31
5686,5686,Ngoc,Nam,Pho_thong,Massage,20
5687,5687,Lan,,Tien_si,Maketting,14
5688,5688,Lan,Nam,Dai_hoc,Thu_ky,2
5689,5689,Nam,Nam,Dai_hoc,Thu_ky,3
5690,5690,Ron,,Cao_hoc,Giang_vien,8
5691,5691,Lan,Nu,Tien_si,Lap_trinh_vien,5
5692,5692,Harry,Nam,Dai_hoc,Truong_phong,30
5693,5693,Long,,Pho_thong,Thu_ky,33
5694,5694,Ngoc,Nam,Cao_hoc,Giam_doc,30
5695,5695,Long,Nu,Dai_hoc,Giang_vien,23
5696,5696,Nam,Nu,Dai_hoc,Giang_vien,3
5697,5697,Hermione,,Tien_si,Lap_trinh_vien,1
5698,5698,Harry,,Cao_hoc,Truong_phong,31
5699,5699,Hermione,Nam,Cao_hoc,Maketting,28
5700,5700,Long,,Tien_si,Ke_toan,30
5701,5701,Ngoc,Nu,Dai_hoc,Truong_phong,33
5702,5702,Hermione,Nam,Pho_thong,Giao_Vien,31
5703,5703,Harry,Nu,Dai_hoc,Truong_phong,8
5704,5704,Ron,Nam,Cao_hoc,Giam_doc,26
5705,5705,Ron,Nu,Cao_hoc,Truong_phong,17
5706,5706,Lan,,Dai_hoc,Maketting,22
5707,5707,Hermione,Nu,Cao_hoc,Thu_ky,19
5708,5708,Hermione,Nam,Cao_hoc,Giang_vien,33
5709,5709,Ron,,Tien_si,Maketting,24
5710,5710,Hermione,,Pho_thong,Ke_toan,7
5711,5711,Lan,Nu,Dai_hoc,Thu_ky,12
5712,5712,Nam,,Pho_thong,Giang_vien,4
5713,5713,Nam,,Tien_si,Giao_Vien,33
5714,5714,Ron,Nu,Dai_hoc,Giao_Vien,10
5715,5715,Ngoc,Nam,Pho_thong,Lap_trinh_vien,34
5716,5716,Hermione,Nu,Pho_thong,Giao_Vien,8
