,Unnamed: 0,ID,Name,Dia_chi,Dan_toc,So_thich_ca_nhan,Tuoi,Gioi_tinh,Ngoai_ngu,Y_thuc_trach_nhiem,Hot_work,Bang_cap,Xep_loai_bang,Truong_dao_tao,Mang_cong_viec,Nam_kinh_nghiem,So_truong,Vi_tri,He_so_trach_nhiem,Thanh_tich,Nguong_luong,Nang_luc_work,Thoi_gian_gan_bo,Luong_cu,Luong,Unnamed: 0,ID,di_muon,di_ve_som,vang_co_phep,vang_khong_phep,OT,muc_tieu_dat_duoc,du_an,chat_luong_du_an,thoi_han_hop_dong,ngay_danh_gia_cuoi,so_nam_o_cong_ty,so_nam_trong_vi_tri_hien_tai,ngay_tang_luong_cuoi,tinh_trang_lam_viec,tinh_trang_hon_nhan,so_con,chieu_cao,can_nang,tinh_trang_suc_khoe,Hut_thuoc,Uong_ruou_bia,Phuong_tien_di_chuyen
6151,6151,FSI_6151,Lan,Tinh le,Kinh,xem phim,29,Nam,Khong chung chi,B,B,Dai hoc,Trung binh,HAUI,Ky su R&D,0,NLP,Nhan vien,1.0,None,25,A,0,24.0,25.2,6151,FSI_6152,2,0,5,4,0,70,0,2,2,04/08/2020 ,3,0,06/01/2020 ,nghi phep,chua co gia dinh,0,160,50,dang bi benh,khong,khong,bus
6152,6152,FSI_6152,Ron,Tinh le,Kinh,xem phim,19,Nu,Tieng anh toiec,D,B,Cao dang,Gioi,HAUI,Ky su R&D,0,Data Science,Nhan vien,1.0,None,25,C,1,9.0,9.45,6152,FSI_6153,2,0,2,2,2,90,2,2,1,08/02/2020 ,2,2,10/09/2019 ,nghi phep,co gia dinh,1,160,60,khong bi benh,co,khong,bus
6153,6153,FSI_6153,Ngoc,Tinh le,Kinh,xem phim,35,Nam,Khong chung chi,B,C,Cao dang,Trung binh,HNUE,Lap trinh vien,11,PHP,Nhan vien,1.0,None,25,C,13,5.0,5.25,6153,FSI_6154,0,5,0,5,0,80,2,1,1,13/09/2019 ,1,3,25/10/2019 ,full time,chua co gia dinh,1,170,70,khong bi benh,khong,co,bus
6154,6154,FSI_6154,Harry,Tinh le,Kinh,Nghe nhac,19,Nam,Tieng anh toiec,D,B,Cao dang,Trung binh,HAUI,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,D,0,12.0,12.6,6154,FSI_6155,5,2,1,1,1,80,2,1,1,30/07/2020 ,5,3,27/05/2020 ,part time,co gia dinh,0,170,50,khong bi benh,co,khong,xe may
6155,6155,FSI_6155,Ngoc,Tinh le,Cham,Yoga,24,Nam,Khong chung chi,A,B,Dai hoc,kha,USTH,Lap trinh vien,0,Python,Nhan vien,1.0,None,25,A,3,21.0,22.05,6155,FSI_6156,1,1,2,0,3,70,4,3,3,03/03/2020 ,0,5,23/03/2020 ,nghi phep,chua co gia dinh,1,175,40,dang bi benh,khong,khong,xe may
6156,6156,FSI_6156,Hermione,Tinh le,Kinh,Gym,39,Nam,Tieng anh toiec,C,D,Khong bang cap,Khong xep loai,Khong di hoc,PM,17,None,Nhan vien,1.0,None,30,C,5,28.0,29.4,6156,FSI_6157,2,0,3,0,3,70,0,0,1,24/08/2020 ,4,2,24/01/2020 ,nghi phep,co gia dinh,1,165,70,dang bi benh,co,co,oto
6157,6157,FSI_6157,Nam,Ha Noi,Kinh,Nghe nhac,22,Nam,Tieng anh toiec,A,A,Cao dang,kha,TLU,Lap trinh vien,2,Java,Teamlead,1.5,None,25,B,1,25.5,26.775,6157,FSI_6158,1,3,2,1,4,90,4,5,1,23/04/2020 ,2,1,25/01/2020 ,nghi phep,chua co gia dinh,1,180,50,dang bi benh,khong,co,xe may
6158,6158,FSI_6158,Long,Tinh le,Thai,Cau ca,19,Nu,Tieng anh toiec,C,B,Cao dang,Trung binh,EPU,Lap trinh vien,0,Ruby,Nhan vien,1.0,olympic tin,25,B,1,22.0,23.1,6158,FSI_6159,3,0,1,4,2,100,0,3,2,03/08/2020 ,1,0,27/02/2020 ,part time,co gia dinh,2,150,40,dang bi benh,co,co,xe may
6159,6159,FSI_6159,Ngoc,Tinh le,Kinh,xem phim,34,Nam,Khong chung chi,C,B,Cao dang,Xuat sac,HAUI,Ky su R&D,9,Computer vision,Nhan vien,1.0,None,25,C,2,5.0,5.25,6159,FSI_6160,0,0,5,2,0,80,5,3,2,18/07/2020 ,5,0,29/07/2020 ,full time,co gia dinh,0,150,60,dang bi benh,co,khong,bus
6160,6160,FSI_6160,Ron,Tinh le,Kinh,Cau ca,21,Nu,Khong chung chi,B,B,Dai hoc,Xuat sac,HNUE,Lap trinh vien,2,Python,Nhan vien,1.0,None,25,B,2,22.0,23.1,6160,FSI_6161,0,1,2,4,0,70,2,5,2,15/03/2020 ,5,4,31/01/2020 ,nghi phep,chua co gia dinh,0,170,50,khong bi benh,co,khong,xe may
6161,6161,FSI_6161,Nam,Tinh le,Kinh,Da bong,38,Nam,Khong chung chi,B,B,Khong bang cap,Khong xep loai,Khong di hoc,Ky su R&D,2,Tools,Nhan vien,1.0,None,25,A,11,9.0,9.45,6161,FSI_6162,0,3,1,5,5,100,5,0,1,12/08/2020 ,4,4,18/08/2020 ,part time,chua co gia dinh,1,175,50,khong bi benh,co,co,bus
6162,6162,FSI_6162,Ron,Tinh le,Kinh,Cau ca,35,Nu,Tieng anh toiec,A,C,Dai hoc,Trung binh,TLU,Lap trinh vien,4,PHP,Nhan vien,1.0,None,25,D,2,19.0,19.95,6162,FSI_6163,3,5,2,3,3,70,0,0,1,28/06/2020 ,0,1,29/07/2020 ,nghi phep,co gia dinh,1,175,40,khong bi benh,khong,khong,oto
6163,6163,FSI_6163,Lan,Tinh le,Kinh,Cau ca,23,Nu,Tieng Trung,D,A,Cao dang,Gioi,USTH,Lap trinh vien,1,C++,Nhan vien,1.0,None,25,B,4,15.0,15.75,6163,FSI_6164,0,0,0,1,1,80,3,2,1,24/07/2020 ,0,2,12/08/2020 ,nghi phep,chua co gia dinh,1,170,40,dang bi benh,co,khong,oto
6164,6164,FSI_6164,Ngoc,Tinh le,Kinh,Gym,19,Nu,Khong chung chi,D,A,Dai hoc,Xuat sac,TLU,Lap trinh vien,0,Java,Nhan vien,1.0,None,25,D,1,7.0,7.35,6164,FSI_6165,0,5,0,4,3,70,3,1,1,12/06/2020 ,0,3,03/12/2019 ,full time,chua co gia dinh,1,165,40,khong bi benh,khong,co,xe may
6165,6165,FSI_6165,Ngoc,Tinh le,Kinh,Cau ca,20,Nam,Khong chung chi,D,B,Dai hoc,kha,VNU,Lap trinh vien,0,Android,Nhan vien,1.0,Oympic toan,25,C,0,23.0,24.15,6165,FSI_6166,3,0,2,4,4,80,0,5,2,22/07/2020 ,0,0,19/12/2019 ,nghi phep,co gia dinh,2,170,50,dang bi benh,khong,khong,oto
6166,6166,FSI_6166,Luna,Tinh le,Kinh,xem phim,23,Nu,Tieng anh ielts,C,D,Cao dang,Xuat sac,VNU,Ke toan,3,None,Nhan vien,1.0,None,15,A,3,10.0,10.5,6166,FSI_6167,4,0,0,5,5,70,3,4,2,09/10/2019 ,2,2,03/05/2020 ,full time,chua co gia dinh,0,175,60,khong bi benh,co,co,oto
6167,6167,FSI_6167,Long,Tinh le,Kinh,Cau long,38,Nu,Khong chung chi,A,B,Dai hoc,Gioi,HNUE,Ky su R&D,5,Tools,Nhan vien,1.0,None,25,A,4,17.0,17.85,6167,FSI_6168,0,2,2,1,5,100,2,1,1,05/07/2020 ,2,5,21/06/2020 ,full time,co gia dinh,0,180,70,dang bi benh,khong,khong,xe may
6168,6168,FSI_6168,Long,Tinh le,Kinh,Cau ca,20,Nu,Khong chung chi,B,D,Dai hoc,kha,HAUI,Tu van ban hang,1,None,Nhan vien,1.0,None,15,A,1,14.0,14.7,6168,FSI_6169,1,0,1,1,1,70,3,2,2,29/11/2019 ,3,0,03/12/2019 ,nghi phep,co gia dinh,1,180,50,dang bi benh,co,khong,bus
6169,6169,FSI_6169,Ron,Ha Noi,Kinh,Nghe nhac,33,Nam,Tieng Nga,B,A,Dai hoc,Trung binh,TLU,Lap trinh vien,4,Java,Nhan vien,1.0,None,25,B,4,7.0,7.35,6169,FSI_6170,0,1,0,4,0,90,1,0,1,15/11/2019 ,0,4,08/01/2020 ,full time,co gia dinh,2,180,50,khong bi benh,khong,co,xe may
6170,6170,FSI_6170,Long,Ha Noi,Kinh,xem phim,18,Nu,Tieng Phap,C,D,Cao dang,kha,TLU,Ke toan,0,None,Nhan vien,1.0,None,15,C,0,13.0,13.65,6170,FSI_6171,0,0,3,0,3,80,2,0,1,21/08/2020 ,0,4,19/12/2019 ,nghi phep,chua co gia dinh,2,170,40,dang bi benh,khong,khong,xe may
6171,6171,FSI_6171,Harry,Tinh le,Kinh,Yoga,27,Nam,Khong chung chi,A,A,Cao dang,kha,VNU,Lap trinh vien,3,ios,Nhan vien,1.0,Oympic toan,25,A,1,5.0,5.25,6171,FSI_6172,1,1,3,2,1,90,2,4,1,12/06/2020 ,1,0,11/10/2019 ,nghi phep,co gia dinh,2,165,40,khong bi benh,khong,khong,bus
6172,6172,FSI_6172,Nam,Tinh le,Khome,Cau long,19,Nam,Khong chung chi,A,B,Cao dang,kha,VNU,Ky su R&D,0,NLP,Nhan vien,1.0,None,25,B,0,15.0,15.75,6172,FSI_6173,0,0,1,1,0,90,3,4,2,06/01/2020 ,0,0,20/01/2020 ,nghi phep,chua co gia dinh,1,160,60,dang bi benh,co,khong,xe may
6173,6173,FSI_6173,Harry,Ha Noi,Kinh,Nghe nhac,24,Nam,Tieng anh toiec,C,D,Thac si,Trung binh,VNU,PM,5,None,Nhan vien,1.0,None,30,A,1,18.0,18.9,6173,FSI_6174,2,4,1,3,3,100,0,0,1,14/11/2019 ,2,2,30/07/2020 ,part time,co gia dinh,2,160,40,dang bi benh,co,co,xe may
6174,6174,FSI_6174,Ngoc,Tinh le,Kinh,Yoga,36,Nam,Tieng anh toiec,C,D,Cao dang,Xuat sac,HNUE,PM,2,None,Nhan vien,1.0,None,30,C,7,15.0,15.75,6174,FSI_6175,1,1,1,5,4,70,0,0,2,18/08/2020 ,1,1,07/07/2020 ,part time,chua co gia dinh,0,175,70,khong bi benh,khong,khong,xe may
6175,6175,FSI_6175,Ngoc,Ha Noi,Kinh,Gym,51,Nam,Tieng anh toiec,B,D,Dai hoc,kha,HAUI,Tu van ban hang,11,None,Nhan vien,1.0,None,15,A,6,9.0,9.45,6175,FSI_6176,5,0,3,0,4,70,2,3,1,26/01/2020 ,0,0,07/07/2020 ,part time,co gia dinh,0,175,40,khong bi benh,co,khong,xe may
6176,6176,FSI_6176,Long,Tinh le,Thai,Gym,29,Nu,Khong chung chi,D,C,Cao dang,Xuat sac,UTC,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,C,7,18.0,18.9,6176,FSI_6177,4,3,1,3,2,70,2,0,2,29/09/2019 ,2,0,15/03/2020 ,part time,co gia dinh,1,150,70,khong bi benh,co,khong,xe may
6177,6177,FSI_6177,Lan,Ha Noi,Kinh,Gym,27,Nu,Tieng Nhat,B,B,Dai hoc,Xuat sac,TLU,Ky su R&D,4,Data Science,Teamlead,1.5,None,25,B,1,15.0,15.75,6177,FSI_6178,4,0,0,5,5,100,3,5,3,21/04/2020 ,2,5,13/09/2019 ,part time,chua co gia dinh,2,165,40,dang bi benh,khong,khong,oto
6178,6178,FSI_6178,Long,Tinh le,Kinh,Gym,22,Nam,Tieng anh toiec,A,B,Cao dang,kha,UTC,Lap trinh vien,2,.NET,Nhan vien,1.0,None,25,D,0,23.0,24.15,6178,FSI_6179,0,1,3,1,3,70,1,2,2,06/05/2020 ,0,3,04/07/2020 ,part time,chua co gia dinh,0,150,40,dang bi benh,co,khong,oto
6179,6179,FSI_6179,Hermione,Tinh le,Kinh,Yoga,28,Nu,Khong chung chi,B,D,Cao dang,Xuat sac,UTC,BA,6,None,Nhan vien,1.0,None,25,B,9,14.0,14.7,6179,FSI_6180,4,4,5,5,3,90,0,5,1,13/01/2020 ,2,3,11/03/2020 ,part time,chua co gia dinh,2,160,40,khong bi benh,khong,co,xe may
6180,6180,FSI_6180,Nam,Tinh le,Kinh,Gym,24,Nam,Khong chung chi,D,B,Dai hoc,Xuat sac,TLU,Lap trinh vien,2,Ruby,Nhan vien,1.0,None,25,B,5,18.0,18.9,6180,FSI_6181,4,3,2,0,2,90,1,4,3,12/08/2020 ,1,3,18/11/2019 ,full time,chua co gia dinh,3,165,50,khong bi benh,khong,khong,oto
6181,6181,FSI_6181,Long,Tinh le,Kinh,xem phim,26,Nu,Tieng anh ielts,A,B,Thac si,Gioi,UTC,Ky su R&D,2,Computer vision,Nhan vien,1.0,None,25,A,0,23.0,24.15,6181,FSI_6182,4,4,2,2,4,100,5,2,1,21/12/2019 ,2,0,12/01/2020 ,nghi phep,chua co gia dinh,1,150,60,dang bi benh,khong,co,bus
6182,6182,FSI_6182,Ngoc,Tinh le,Kinh,Cau ca,20,Nam,Khong chung chi,C,B,Cao dang,Gioi,USTH,Lap trinh vien,1,Android,Nhan vien,1.0,None,25,D,0,12.0,12.6,6182,FSI_6183,2,2,0,5,3,70,5,5,3,31/01/2020 ,0,0,27/01/2020 ,nghi phep,co gia dinh,1,170,40,dang bi benh,khong,co,xe may
6183,6183,FSI_6183,Long,Ha Noi,Kinh,xem phim,30,Nu,Tieng anh toiec,D,A,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,8,Java,Nhan vien,1.0,olympic tin,25,C,1,23.0,24.15,6183,FSI_6184,0,3,2,3,2,90,3,2,1,24/12/2019 ,2,4,14/04/2020 ,part time,co gia dinh,1,160,70,dang bi benh,co,co,xe may
6184,6184,FSI_6184,Ron,Tinh le,Kinh,Nghe nhac,18,Nam,Tieng anh toiec,B,B,Dai hoc,Xuat sac,HNUE,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,A,1,8.0,8.4,6184,FSI_6185,4,4,3,4,5,70,2,5,1,23/05/2020 ,2,4,16/09/2019 ,full time,co gia dinh,2,170,40,khong bi benh,co,khong,oto
6185,6185,FSI_6185,Nam,Tinh le,Kinh,Gym,19,Nu,Khong chung chi,A,D,Cao dang,Gioi,HAUI,Xu ly data,0,None,Nhan vien,1.0,None,15,D,0,10.0,10.5,6185,FSI_6186,1,5,4,3,0,70,3,2,2,13/05/2020 ,1,1,08/10/2019 ,nghi phep,chua co gia dinh,3,165,40,dang bi benh,khong,co,xe may
6186,6186,FSI_6186,Luna,Tinh le,Kinh,Gym,25,Nam,Tieng anh toiec,C,A,Cao dang,kha,USTH,Lap trinh vien,1,ios,Teamlead,1.5,None,25,C,0,34.5,36.225,6186,FSI_6187,0,2,0,0,4,80,3,3,1,15/12/2019 ,3,3,24/11/2019 ,part time,chua co gia dinh,2,150,60,khong bi benh,khong,co,xe may
6187,6187,FSI_6187,Long,Tinh le,Kinh,Yoga,18,Nam,Khong chung chi,D,D,Dai hoc,Gioi,HAUI,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,0,12.0,12.6,6187,FSI_6188,0,2,0,0,0,80,0,2,3,22/08/2020 ,0,2,15/03/2020 ,nghi phep,co gia dinh,1,160,60,khong bi benh,co,co,xe may
6188,6188,FSI_6188,Nam,Tinh le,Kinh,Cau long,26,Nam,Tieng anh toiec,B,A,Cao dang,Gioi,HNUE,Lap trinh vien,2,ios,Nhan vien,1.0,None,25,B,2,15.0,15.75,6188,FSI_6189,4,2,4,4,1,100,2,0,1,15/11/2019 ,5,4,22/05/2020 ,nghi phep,co gia dinh,1,180,60,dang bi benh,khong,khong,bus
6189,6189,FSI_6189,Harry,Tinh le,Kinh,Cau ca,20,Nam,Tieng anh toiec,A,D,Cao dang,kha,VNU,Tu van ban hang,1,None,Nhan vien,1.0,None,15,B,1,6.0,6.3,6189,FSI_6190,2,0,1,2,4,70,1,1,1,05/12/2019 ,2,1,23/03/2020 ,part time,co gia dinh,2,165,40,dang bi benh,co,khong,xe may
6190,6190,FSI_6190,Long,Tinh le,Kinh,Da bong,28,Nu,Khong chung chi,C,D,Dai hoc,Gioi,EPU,Ke toan,6,None,Teamlead,1.5,None,15,B,9,16.5,17.325,6190,FSI_6191,0,1,2,0,0,90,5,0,2,09/09/2019 ,4,2,22/06/2020 ,nghi phep,co gia dinh,0,180,70,dang bi benh,co,khong,oto
6191,6191,FSI_6191,Ron,Tinh le,Kinh,Gym,19,Nam,Tieng anh toiec,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,B,1,8.0,8.4,6191,FSI_6192,4,5,0,2,0,70,3,3,1,18/02/2020 ,0,2,17/08/2020 ,full time,chua co gia dinh,1,180,70,khong bi benh,khong,co,bus
6192,6192,FSI_6192,Harry,Tinh le,Kinh,Nghe nhac,23,Nam,Tieng Phap,A,D,Dai hoc,Trung binh,UTC,Tu van ban hang,3,None,Nhan vien,1.0,None,15,C,0,10.0,10.5,6192,FSI_6193,3,0,2,4,0,100,5,2,2,14/05/2020 ,2,0,05/05/2020 ,nghi phep,chua co gia dinh,2,175,40,dang bi benh,khong,khong,xe may
6193,6193,FSI_6193,Hermione,Tinh le,Kinh,xem phim,27,Nam,Khong chung chi,A,B,Cao dang,kha,USTH,Lap trinh vien,0,Ruby,Nhan vien,1.0,None,25,D,4,8.0,8.4,6193,FSI_6194,5,1,1,0,1,80,5,1,1,21/04/2020 ,2,2,30/12/2019 ,part time,chua co gia dinh,2,150,60,khong bi benh,khong,co,xe may
6194,6194,FSI_6194,Hermione,Tinh le,Kinh,Da bong,20,Nam,Tieng anh toiec,B,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,0,None,Nhan vien,1.0,None,15,C,0,5.0,5.25,6194,FSI_6195,4,4,0,0,2,80,1,3,1,11/10/2019 ,5,2,12/11/2019 ,part time,chua co gia dinh,1,180,40,khong bi benh,khong,khong,xe may
6195,6195,FSI_6195,Harry,Tinh le,Kinh,Da bong,19,Nu,Tieng anh toiec,C,C,Dai hoc,kha,HNUE,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,C,0,11.0,11.55,6195,FSI_6196,4,0,0,3,2,90,1,0,2,16/08/2020 ,3,4,27/12/2019 ,nghi phep,chua co gia dinh,0,170,60,dang bi benh,khong,khong,oto
6196,6196,FSI_6196,Lan,Tinh le,Kinh,Cau long,32,Nu,Khong chung chi,B,B,Cao dang,Xuat sac,VNU,Lap trinh vien,13,Python,Nhan vien,1.0,None,25,C,6,17.0,17.85,6196,FSI_6197,5,5,0,2,0,90,4,3,1,06/09/2020 ,0,5,29/11/2019 ,nghi phep,chua co gia dinh,2,170,50,dang bi benh,co,khong,oto
6197,6197,FSI_6197,Hermione,Ha Noi,Kinh,Nghe nhac,28,Nu,Khong chung chi,D,D,Cao dang,Trung binh,TLU,Tester,8,None,Nhan vien,1.0,None,15,B,8,11.0,11.55,6197,FSI_6198,0,0,5,1,3,80,2,0,1,03/07/2020 ,0,5,04/12/2019 ,part time,co gia dinh,2,160,40,dang bi benh,khong,co,xe may
6198,6198,FSI_6198,Ron,Tinh le,Kinh,Gym,41,Nam,Tieng anh toiec,A,D,Cao dang,Gioi,TLU,BA,15,None,Nhan vien,1.0,None,25,A,11,19.0,19.95,6198,FSI_6199,4,4,0,4,1,80,2,0,1,06/09/2020 ,0,0,06/04/2020 ,part time,chua co gia dinh,3,170,50,dang bi benh,co,co,oto
6199,6199,FSI_6199,Harry,Ha Noi,Kinh,xem phim,22,Nam,Khong chung chi,B,D,Dai hoc,kha,USTH,Tu van ban hang,0,None,Nhan vien,1.0,None,15,A,2,6.0,6.3,6199,FSI_6200,0,1,4,2,0,70,0,0,3,31/10/2019 ,1,2,26/09/2019 ,part time,chua co gia dinh,3,160,50,khong bi benh,co,khong,bus
6200,6200,FSI_6200,Ron,Tinh le,Kinh,Yoga,31,Nu,Khong chung chi,C,C,Dai hoc,Gioi,UTC,Lap trinh vien,1,PHP,Nhan vien,1.0,None,25,B,8,4.0,4.2,6200,FSI_6201,4,4,4,5,5,70,0,0,2,14/11/2019 ,1,0,15/11/2019 ,full time,co gia dinh,2,170,60,dang bi benh,co,co,xe may
6201,6201,FSI_6201,Lan,Tinh le,Kinh,Da bong,44,Nu,Tieng anh toiec,C,B,Cao dang,Gioi,TLU,Lap trinh vien,21,.NET,Nhan vien,1.0,None,25,D,7,17.0,17.85,6201,FSI_6202,1,3,0,3,4,100,4,5,1,04/09/2020 ,0,2,20/06/2020 ,full time,co gia dinh,0,175,60,khong bi benh,khong,co,bus
6202,6202,FSI_6202,Ron,Tinh le,Kinh,xem phim,33,Nu,Tieng anh toiec,D,B,Cao dang,Xuat sac,TLU,Lap trinh vien,5,Android,Nhan vien,1.0,None,25,A,8,9.0,9.45,6202,FSI_6203,4,0,0,0,1,90,3,2,1,29/09/2019 ,3,0,06/10/2019 ,nghi phep,chua co gia dinh,1,150,70,dang bi benh,khong,co,xe may
6203,6203,FSI_6203,Ngoc,Tinh le,Kinh,Cau long,19,Nam,Tieng anh toiec,A,C,Khong bang cap,Khong xep loai,Khong di hoc,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,A,1,4.0,4.2,6203,FSI_6204,0,0,2,4,5,80,0,4,2,24/06/2020 ,1,0,30/12/2019 ,part time,co gia dinh,2,175,70,dang bi benh,co,co,bus
6204,6204,FSI_6204,Nam,Tinh le,Kinh,Gym,22,Nam,Khong chung chi,C,B,Dai hoc,kha,VNU,Lap trinh vien,2,Ruby,Nhan vien,1.0,None,25,B,3,14.0,14.7,6204,FSI_6205,1,4,2,5,1,70,4,4,3,23/12/2019 ,0,0,04/06/2020 ,part time,chua co gia dinh,3,160,70,dang bi benh,co,co,xe may
6205,6205,FSI_6205,Harry,Ha Noi,Kinh,Yoga,41,Nu,Khong chung chi,C,D,Dai hoc,Gioi,HUST,Tester,7,None,Nhan vien,1.0,None,15,A,4,14.0,14.7,6205,FSI_6206,0,1,1,4,2,70,0,0,1,14/08/2020 ,0,0,20/06/2020 ,full time,chua co gia dinh,1,150,60,khong bi benh,co,co,xe may
6206,6206,FSI_6206,Hermione,Tinh le,Kinh,Nghe nhac,30,Nam,Tieng Nga,C,B,Cao dang,kha,HAUI,Lap trinh vien,8,Python,Nhan vien,1.0,None,25,D,9,17.0,17.85,6206,FSI_6207,1,0,0,2,3,100,3,0,1,11/12/2019 ,3,0,23/02/2020 ,nghi phep,chua co gia dinh,2,160,50,dang bi benh,co,khong,oto
6207,6207,FSI_6207,Hermione,Tinh le,Kinh,Cau long,28,Nam,Tieng anh toiec,C,D,Dai hoc,kha,EPU,BA,0,None,Nhan vien,1.0,None,25,C,8,6.0,6.3,6207,FSI_6208,4,2,3,2,2,70,2,3,3,18/10/2019 ,0,3,11/04/2020 ,part time,chua co gia dinh,2,170,50,khong bi benh,co,khong,xe may
6208,6208,FSI_6208,Ron,Tinh le,Kinh,xem phim,19,Nu,Tieng anh toiec,C,C,Cao dang,Trung binh,UTC,Lap trinh vien,0,PHP,Nhan vien,1.0,None,25,A,1,24.0,25.2,6208,FSI_6209,5,4,5,0,2,70,0,0,1,08/02/2020 ,0,0,15/02/2020 ,full time,chua co gia dinh,1,160,70,dang bi benh,co,co,xe may
6209,6209,FSI_6209,Luna,Tinh le,Kinh,Cau long,20,Nu,Khong chung chi,C,A,Cao dang,Trung binh,TLU,Lap trinh vien,1,C++,Nhan vien,1.0,None,25,D,1,22.0,23.1,6209,FSI_6210,0,0,0,2,2,80,1,1,1,13/02/2020 ,0,4,08/05/2020 ,full time,chua co gia dinh,3,175,40,khong bi benh,khong,co,xe may
6210,6210,FSI_6210,Long,Tinh le,Kinh,Yoga,20,Nu,Tieng anh toiec,C,D,Dai hoc,Trung binh,HNUE,Ke toan,1,None,Nhan vien,1.0,None,15,A,1,12.0,12.6,6210,FSI_6211,5,2,1,0,2,90,5,0,1,09/11/2019 ,0,0,06/09/2020 ,nghi phep,co gia dinh,2,150,40,dang bi benh,khong,khong,bus
6211,6211,FSI_6211,Luna,Tinh le,Kinh,Nghe nhac,26,Nam,Khong chung chi,C,B,Dai hoc,Trung binh,EPU,Lap trinh vien,2,Python,Nhan vien,1.0,None,25,C,4,6.0,6.3,6211,FSI_6212,0,3,4,2,4,90,5,1,1,03/06/2020 ,2,5,19/02/2020 ,part time,co gia dinh,2,180,70,khong bi benh,khong,co,xe may
6212,6212,FSI_6212,Ngoc,Tinh le,Kinh,Gym,25,Nu,Tieng anh toiec,D,B,Dai hoc,kha,VNU,Lap trinh vien,3,Ruby,Nhan vien,1.0,None,25,A,4,9.0,9.45,6212,FSI_6213,3,3,2,0,0,100,0,5,3,21/02/2020 ,3,0,01/08/2020 ,nghi phep,co gia dinh,2,180,60,khong bi benh,khong,co,xe may
6213,6213,FSI_6213,Ngoc,Tinh le,Kinh,Da bong,39,Nam,Khong chung chi,A,D,Cao dang,Xuat sac,HAUI,Tu van ban hang,3,None,Nhan vien,1.0,Nhan tai dat viet,15,A,7,6.0,6.3,6213,FSI_6214,4,2,3,2,4,100,5,3,2,01/06/2020 ,0,2,06/06/2020 ,nghi phep,co gia dinh,2,170,60,dang bi benh,co,khong,xe may
6214,6214,FSI_6214,Nam,Ha Noi,Cham,Nghe nhac,20,Nam,Khong chung chi,A,B,Cao dang,kha,HNUE,Lap trinh vien,0,.NET,Nhan vien,1.0,None,25,A,0,17.0,17.85,6214,FSI_6215,0,4,1,5,2,70,0,3,1,16/07/2020 ,0,0,19/05/2020 ,full time,chua co gia dinh,1,170,40,khong bi benh,co,co,oto
6215,6215,FSI_6215,Lan,Tinh le,Kinh,Yoga,24,Nu,Khong chung chi,C,A,Dai hoc,kha,UTC,Lap trinh vien,2,C++,Nhan vien,1.0,None,25,A,0,17.0,17.85,6215,FSI_6216,0,0,2,5,5,90,0,0,1,20/01/2020 ,2,3,10/11/2019 ,nghi phep,co gia dinh,1,150,60,khong bi benh,co,khong,xe may
6216,6216,FSI_6216,Ngoc,Tinh le,Kinh,Nghe nhac,23,Nam,Khong chung chi,A,D,Khong bang cap,Khong xep loai,Khong di hoc,Tu van ban hang,3,None,Nhan vien,1.0,None,15,C,2,8.0,8.4,6216,FSI_6217,0,1,1,5,0,90,1,5,2,23/05/2020 ,0,4,25/06/2020 ,nghi phep,chua co gia dinh,1,175,70,dang bi benh,khong,khong,xe may
6217,6217,FSI_6217,Lan,Tinh le,Kinh,Da bong,30,Nam,Tieng anh toiec,C,D,Dai hoc,Xuat sac,HUST,BA,1,None,Nhan vien,1.0,None,25,B,11,9.0,9.45,6217,FSI_6218,1,0,3,0,2,70,1,2,1,01/08/2020 ,4,5,22/11/2019 ,full time,chua co gia dinh,1,165,60,dang bi benh,co,khong,xe may
6218,6218,FSI_6218,Lan,Tinh le,Thai,Cau ca,36,Nu,Tieng anh toiec,D,B,Cao dang,Gioi,USTH,Lap trinh vien,1,Python,Teamlead,1.5,Khoa hoc sang tao,25,D,11,21.0,22.05,6218,FSI_6219,0,0,5,2,3,100,2,0,1,27/08/2020 ,3,0,01/09/2020 ,full time,co gia dinh,2,175,70,dang bi benh,khong,co,bus
6219,6219,FSI_6219,Ron,Tinh le,Thai,Cau long,24,Nu,Khong chung chi,A,D,Dai hoc,Trung binh,HNUE,Tester,0,None,Nhan vien,1.0,None,15,D,1,12.0,12.6,6219,FSI_6220,0,2,3,0,0,80,0,2,2,13/12/2019 ,1,3,08/06/2020 ,nghi phep,chua co gia dinh,2,150,70,khong bi benh,khong,co,xe may
